controller_frequency,planner_patience,controller_patience,conservative_reset_dist,acc_lim_theta,acc_lim_trans,acc_lim_x,forward_point_distance,goal_distance_bias,max_scaling_factor,max_vel_theta,max_vel_trans,max_vel_x,min_vel_theta,min_vel_trans,min_vel_x,occdist_scale,oscillation_reset_angle,path_distance_bias,scaling_speed,sim_granularity,sim_time,stop_time_buffer,theta_stopped_vel,trans_stopped_vel,vth_samples,vx_samples,vy_samples,publish_frequency,resolution,transform_tolerance,update_frequency,cost_scaling_factor,inflation_radius,Planner_failed,Recovery_executed,Positional_error,Traveled_distance,Mission_time,Obstacle_distance,Energy,Task_success_rate
11.53,5.23,19.4,4.39,3.4,0.22,1.97,0.51,25.85,0.23,3.16,0.38,0.22,2.21,0.15,-0.1,0.09,0.11,34.06,0.29,0.03,1.6,0.96,0.13,0.13,24,13,5,13.9,0.13,0.42,17.36,10.8,0.52,466,4,1.68212125604092,1.57,56.05,0.77,0.66,0
11.72,3.77,12.23,2.32,3.89,0.07,2.02,0.51,39.48,0.31,3.5,0.21,0.22,0.94,0.15,-0.14,0.04,0.42,24.12,0.25,0.03,1.17,0.94,0.1,0.15,25,29,2,6.84,0.15,1.18,10.97,3.8,1.31,405,4,0.808221118484529,2.92,61.86,0.12,1.02,0
6.29,4.79,14.99,3.52,3.09,0.19,2.61,0.3,25.38,0.13,2.32,0.32,0.21,1.45,0.11,-0.25,0.02,0.16,34.27,0.28,0.04,1.07,1.38,0.11,0.07,21,29,3,6.87,0.07,0.81,17.91,16.96,0.3,6,0,0.054811268572287,11.58,79.96,0.12,2.31,1
9.37,5.05,16.47,4.49,4.03,0.18,3.87,0.27,27.16,0.2,3.85,0.32,0.37,1.88,0.14,-0.29,0.07,0.37,41.12,0.29,0.03,0.51,0.39,0.07,0.13,39,12,1,8.34,0.13,0.81,16.13,19.9,1.35,7,3,0.067189487549572,18.56,137.83,0.14,4.13,1
12.64,5.05,12.44,2,4.41,0.09,3.36,0.35,32.54,0.39,2.03,0.27,0.32,1.48,0.19,-0.07,0.08,0.17,20.32,0.25,0.02,0.94,1.5,0.15,0.1,30,19,5,16.76,0.12,1.05,17.21,5.63,0.62,500,5,0.735201454480673,2.57,59.68,0.22,0.8,0
7.15,3.23,11.81,1.84,3.35,0.14,2.49,0.37,22.09,0.13,2.42,0.24,0.31,2.37,0.21,-0.12,0.09,0.43,32.04,0.18,0.02,2.04,1.5,0.09,0.05,42,29,5,9.47,0.06,1.32,16.75,15.49,0.5,135,2,0.043705256146339,9.35,89.42,0.14,2,0.5
6.3,4.46,10.87,3.53,2.75,0.13,3.89,0.27,33.58,0.26,1.99,0.3,0.18,2.46,0.2,-0.22,0.13,0.14,28.05,0.23,0.02,2.09,0.99,0.09,0.15,39,23,1,7.88,0.07,0.4,12.28,6.27,1.29,164,3,0.05274174156538,8.93,97.68,0.45,2.28,0.5
6.66,4.28,10.7,2.86,2.56,0.08,3.32,0.37,32.29,0.2,2.29,0.16,0.34,1.89,0.17,-0.27,0.04,0.21,35.18,0.19,0.02,2.34,0.53,0.09,0.07,39,10,4,9.66,0.1,0.6,9.62,9.26,0.32,172,4,2.99398493825782,0.16,59.63,0.74,1.07,0
14.39,6.85,18.9,4.72,3.34,0.15,3.37,0.42,22.18,0.27,3.2,0.34,0.31,0.82,0.08,-0.27,0.08,0.25,42.47,0.18,0.04,2.27,1.34,0.11,0.11,27,30,0,19.88,0.07,1.51,5.32,3.69,1.37,27,1,0.045119591901494,9.28,68.16,0.15,1.84,1
7.08,6.66,18.69,1.53,3.79,0.12,2.39,0.26,32.1,0.29,2.16,0.3,0.39,1.19,0.13,-0.26,0.02,0.23,20.22,0.19,0.02,1.44,0.32,0.06,0.05,43,27,5,13.85,0.06,0.98,13.11,6.88,1.54,35,0,0.048314517524122,14.56,91.22,0.15,2.47,1
14.5,5.07,17.26,3.1,3.91,0.22,1.57,0.3,35.95,0.26,1.81,0.15,0.32,1.88,0.18,-0.27,0.08,0.44,42.82,0.17,0.04,1.83,0.41,0.12,0.12,30,24,5,18.12,0.03,1.49,19.34,11.37,1.11,510,4,2.99307809895311,0.13,67.9,0.73,1.2,0
6.27,5.13,11.21,3.17,4.05,0.2,1.8,0.51,25.93,0.24,3.66,0.24,0.32,2.31,0.13,-0.08,0.02,0.36,44.79,0.27,0.03,1.86,0.76,0.08,0.05,34,12,3,11.38,0.04,1.96,19.03,15.6,1.17,180,4,2.13666251663853,0.96,41.8,0.75,0.43,0
7.19,6.99,18.79,2.06,3.23,0.25,1.54,0.35,35.53,0.25,3.08,0.21,0.19,1.17,0.15,-0.21,0.08,0.19,23.26,0.21,0.02,1.02,0.21,0.12,0.08,20,15,1,7.32,0.1,1.17,19.41,3.59,0.88,31,0,0.074372243491568,31.67,204.42,0.14,6.02,1
7.2,3.3,17.5,1.92,3.78,0.22,1.99,0.48,10.26,0.15,3.1,0.22,0.24,1.43,0.09,-0.13,0.14,0.2,42.74,0.18,0.02,0.64,0.69,0.07,0.06,38,22,4,5.92,0.1,0.9,16.77,10.32,1.46,1,9,0.79217727170338,14.96,213.85,0.3,6.49,0.5
9,4.12,17.57,2.81,3.65,0.13,1.52,0.31,11.5,0.15,3.03,0.23,0.25,2.23,0.15,-0.27,0.12,0.14,21.71,0.35,0.04,1.83,1.35,0.08,0.09,24,26,1,12.93,0.1,1.14,5.32,17.8,0.62,6,0,0.065274783067034,17.04,105.47,0.16,3.07,1
14.64,3.39,15.77,3.19,2.43,0.26,2.9,0.35,13.04,0.36,3.08,0.26,0.26,1.22,0.2,-0.29,0.06,0.23,20.71,0.33,0.03,1.26,1.48,0.07,0.1,36,10,4,8.03,0.03,1.97,13.9,8.25,0.35,30,2,0.031782704329601,11.83,95.48,0.28,2.47,1
14.07,3.69,11.83,4.28,2.62,0.11,2.39,0.34,26.17,0.21,3.3,0.2,0.38,2.27,0.21,-0.2,0.06,0.44,25.47,0.16,0.03,2.13,1.29,0.14,0.12,42,24,0,18.34,0.13,1.01,18.4,15.24,0.42,342,4,2.9928913184705,0.13,56.92,0.75,1.04,0
5.99,6.03,12.03,1.41,3.99,0.07,2.53,0.24,19.97,0.14,3.69,0.38,0.34,1.57,0.08,-0.24,0.09,0.16,22.71,0.19,0.02,1.28,0.97,0.07,0.09,20,11,4,6.78,0.1,1.65,15.95,8.3,0.74,7,0,0.109378370999762,10.03,61.41,0.18,1.73,1
8.6,5.86,18.38,3.34,3,0.24,3.06,0.4,30.8,0.36,1.86,0.19,0.24,1.89,0.12,-0.27,0.14,0.43,28.91,0.35,0.02,1.16,0.14,0.08,0.15,38,15,4,13.34,0.09,0.72,16.23,10.35,0.5,17,0,0.050155725655669,10.34,79.94,0.25,2.28,1
14.81,5.59,11.46,1.85,2.03,0.17,2.96,0.36,21.36,0.32,3.78,0.26,0.37,2.26,0.21,-0.07,0.06,0.12,42.39,0.2,0.02,1.94,1.23,0.07,0.12,29,26,1,17.63,0.14,0.34,9.77,14.84,0.84,696,5,0.779891232608596,2.9,74.12,0.42,1.05,0
13.01,6.4,14.83,3.36,2.68,0.13,1.6,0.31,29.06,0.35,2.9,0.36,0.31,1.48,0.09,-0.25,0.15,0.15,39.85,0.29,0.02,0.54,0.9,0.07,0.11,21,30,3,15.52,0.09,0.4,12.44,10.82,1.16,115,3,0.090767927478962,33.27,275.38,0.12,8.2,1
5.26,6.89,13.76,2.88,2.29,0.18,3.07,0.5,14.42,0.12,2.37,0.32,0.31,2.05,0.2,-0.17,0.03,0.23,44.38,0.23,0.04,2.32,1.28,0.15,0.11,45,14,2,10.24,0.12,0.89,16.55,11.31,1.73,419,4,0.065387461397982,41.6,318.43,0.12,7.7,1
5.1,6.71,11.5,1.71,2.37,0.12,1.79,0.26,29.9,0.15,3.99,0.3,0.18,0.88,0.2,-0.08,0.03,0.3,29.27,0.29,0.04,0.88,1.06,0.08,0.09,29,28,4,15.76,0.12,1.99,7.39,6.11,1.19,4014,27,1.39622424845345,3.99,1007.33,0.21,12.64,0
8.5,3.43,10.52,4.05,3.47,0.1,2.42,0.43,27.27,0.33,3.24,0.21,0.38,1.49,0.15,-0.08,0.11,0.4,31.82,0.31,0.03,2.37,0.73,0.08,0.08,29,28,1,17.76,0.05,1.39,9.3,14.28,1.11,35,3,0.012691214194378,7.4,60.78,0.13,1.41,0.5
8.19,5.36,11.24,4.33,3.6,0.26,1.68,0.52,15.44,0.11,1.54,0.21,0.16,2.12,0.12,-0.29,0.06,0.14,39.13,0.2,0.03,2.13,0.83,0.15,0.07,28,29,5,7.69,0.14,0.38,12.51,12.07,1.02,30,1,0.0177133307743,26.41,224.22,0.32,6.5,1
12.58,5.47,19.44,4.75,2.34,0.07,2.37,0.38,10.55,0.22,3.79,0.35,0.15,1.06,0.2,-0.06,0.15,0.13,33.31,0.28,0.03,1.4,0.57,0.05,0.11,45,19,1,10.36,0.08,0.32,11.89,18.17,0.41,499,4,2.99326985840911,0.17,72.52,0.75,1.21,0
5.75,4,15.74,2.85,3.69,0.15,3.43,0.49,16.38,0.14,3.04,0.19,0.17,1.48,0.1,-0.04,0.02,0.42,29.34,0.27,0.04,1.96,0.43,0.13,0.1,20,26,0,14.02,0.08,1.64,15.54,4.99,1.64,285,4,0.802853262993285,2.63,74.12,0.13,1.02,0
12.88,6.7,14.17,2.88,4.44,0.11,3.58,0.44,25.18,0.29,2.48,0.25,0.35,1.07,0.16,-0.04,0.13,0.32,31.93,0.2,0.02,0.66,0.99,0.08,0.14,38,20,5,19.22,0.12,1.12,6.08,12.61,0.98,500,4,2.04862444089496,1.22,54.45,0.22,0.66,0
6.23,4.09,19.13,3.59,4.01,0.06,3,0.43,38.73,0.25,2.75,0.29,0.3,1.58,0.13,-0.03,0.05,0.48,35.87,0.24,0.03,2.42,1.24,0.11,0.09,49,30,0,10.8,0.14,0.51,19.84,15.39,1.21,114,2,0.05946154587814,10.49,97.22,0.12,2.24,1
5.99,4.52,19.84,3.58,2.22,0.08,2.3,0.51,23.14,0.36,2.32,0.35,0.21,1.28,0.17,-0.08,0.09,0.17,28.65,0.21,0.04,0.95,0.8,0.12,0.12,25,27,5,17.66,0.09,1.55,7.28,4.28,0.38,289,5,2.00338485478194,1.21,70.12,0.21,0.66,0
13.75,4.52,10.69,3.37,4.21,0.27,3.89,0.43,29.21,0.28,3.92,0.39,0.18,1.58,0.09,-0.2,0.05,0.44,25.07,0.22,0.03,1.05,1.34,0.13,0.09,44,24,5,8.78,0.07,1.67,6.4,17.37,1.39,22,4,0.683819363254135,9.5,91.5,0.12,2.63,0.5
12.17,6.27,12.06,4.29,4.26,0.28,1.71,0.36,39.12,0.15,2.73,0.25,0.33,0.57,0.1,-0.24,0.12,0.31,21.68,0.19,0.04,1.78,0.61,0.11,0.06,46,12,4,8.09,0.1,0.31,18.31,9.05,1.94,92,1,0.072916836603264,9.82,83.19,0.23,2.24,1
6.03,5.16,11.44,4.95,2.79,0.14,3.42,0.46,16.32,0.2,1.95,0.35,0.2,2.13,0.19,-0.01,0.09,0.21,44.45,0.2,0.04,0.99,1.1,0.08,0.1,39,13,1,10.03,0.12,1.47,14.07,5.7,1.67,285,6,2.62608241929583,0.69,59.23,0.47,0.6,0
14.5,3.01,11.22,2.98,2.04,0.11,3.48,0.35,32.85,0.11,3.01,0.35,0.27,1.41,0.21,-0.17,0.08,0.33,44.51,0.2,0.02,0.5,0.63,0.09,0.08,25,26,2,14.86,0.08,0.31,5.06,5.33,0.31,337,4,2.49008837248893,0.76,33.87,0.23,0.41,0
13.11,5.59,13.71,1.44,3.73,0.07,2.07,0.3,38.9,0.37,2.22,0.26,0.39,1.3,0.09,-0.24,0.03,0.37,28.97,0.3,0.04,1.79,0.54,0.06,0.15,31,20,4,15.02,0.04,0.4,11.68,3.46,1.23,20,0,0.048958168944152,10.6,70.25,0.12,1.88,1
11.45,3.54,10.76,4.02,3.5,0.07,1.65,0.34,31.83,0.25,2.66,0.2,0.34,1.64,0.11,-0.27,0.13,0.39,30.3,0.17,0.03,2.13,1.5,0.11,0.06,48,20,0,8.91,0.12,1.21,16.35,6.17,1.5,26,0,0.034650207855131,26.49,193.58,0.26,5.82,1
10.26,6.7,14.1,4.14,3.17,0.28,1.86,0.49,27.18,0.26,2.34,0.16,0.37,1.42,0.17,-0.07,0.1,0.22,24.22,0.28,0.04,1.51,0.89,0.1,0.15,49,23,2,9.68,0.09,0.29,11.66,12.42,1.16,298,4,2.99340894487207,0.14,63.64,0.75,1.2,0
11.72,4.38,18.83,3.47,2.04,0.18,2.03,0.35,28.13,0.16,2.97,0.32,0.21,2.1,0.2,-0.24,0.03,0.37,32.2,0.25,0.03,2.14,1.39,0.08,0.07,26,29,1,6.41,0.04,1,17.35,18.99,1.89,33,0,0.040139836392406,17.63,108.53,0.12,3.01,1
14.56,4.44,10.51,1.56,3.13,0.15,1.95,0.48,24.3,0.25,2.85,0.23,0.19,2.28,0.15,-0.09,0.09,0.3,35.18,0.31,0.04,1.99,0.21,0.08,0.09,38,24,1,8.5,0.14,1.92,9.05,7.36,0.57,435,4,0.569490589548952,2.86,53.84,0.14,0.86,0
9.94,4.65,17.32,4.85,4.23,0.2,1.87,0.49,30.1,0.14,1.97,0.2,0.31,1.6,0.15,-0.2,0.06,0.18,28.85,0.28,0.02,1.48,0.95,0.11,0.12,48,20,4,18.25,0.1,0.59,5.88,8.37,1.73,40,0,0.035504683925869,20.31,132.7,0.35,3.85,1
13.11,6.32,18.53,4.9,4.05,0.06,1.7,0.28,16.95,0.28,2.8,0.33,0.29,2.27,0.19,-0.16,0.03,0.4,43.58,0.3,0.02,1.26,1.12,0.11,0.09,26,28,1,10.29,0.14,1.19,13.38,3.96,1,494,4,2.99322069614746,0.12,70.56,0.74,1.21,0
9.37,5.9,10.06,2.07,3.51,0.15,3.73,0.51,15.43,0.34,2.93,0.28,0.36,0.73,0.17,-0.14,0.03,0.27,42.35,0.2,0.04,2.21,0.13,0.09,0.15,38,12,1,9.22,0.08,1.1,16.58,11.87,1.43,160,2,1.18468734878796,7.59,63.35,0.12,1.45,0.5
14.85,4.56,15.61,4.51,2.44,0.14,3.87,0.24,36.83,0.36,2.01,0.32,0.23,2.19,0.13,-0.18,0.06,0.28,25.62,0.34,0.04,1.56,1.45,0.12,0.11,33,25,3,18.28,0.1,1.59,16.6,13.31,1.72,54,0,0.028435749022538,9.46,61.97,0.26,1.73,1
7.63,3.56,13.04,3.25,2.48,0.21,2.58,0.51,21.51,0.14,1.73,0.19,0.17,1.57,0.2,-0.1,0.12,0.42,43.75,0.15,0.04,0.85,1.35,0.11,0.13,30,28,5,18.11,0.07,0.7,16.2,8.06,1.12,218,4,2.99364478005492,0.22,64.29,0.74,1.23,0
11.26,3.53,10.2,4.2,4.47,0.14,3.28,0.28,36.8,0.29,3.28,0.35,0.2,1.22,0.12,-0.09,0.09,0.2,27.25,0.29,0.03,1.12,0.88,0.11,0.14,30,27,2,13.15,0.08,0.43,13.41,17.11,0.71,118,1,0.033477537882734,8.98,79.54,0.12,2.01,1
10.63,5.23,16.33,2.82,3.43,0.12,3.39,0.3,32.9,0.1,3.11,0.17,0.17,0.62,0.17,-0.16,0.12,0.28,36.45,0.24,0.02,0.76,0.41,0.11,0.06,42,15,4,12,0.1,1.41,17.73,14.49,1.6,4,0,0.026451167562878,11.05,106.12,0.25,3.08,1
5.14,5.41,16.08,2.35,2.15,0.13,1.64,0.35,39.2,0.33,2.52,0.21,0.39,2.07,0.18,-0.29,0.03,0.4,37.04,0.24,0.04,0.77,0.45,0.09,0.1,39,22,0,9.72,0.07,1.26,5.81,17.63,1.53,494,4,2.99437673837604,0.16,130.32,0.64,1.61,0
8.62,3.24,13.16,3.83,4.41,0.18,2.86,0.35,25.06,0.4,2.24,0.22,0.17,2.15,0.09,-0.02,0.09,0.4,35.44,0.27,0.02,0.59,1,0.13,0.06,32,16,2,18.59,0.02,1.79,6.3,8.75,1.16,38,3,0.003661154173222,8.79,100.41,0.13,2.63,1
13.6,3.3,14.23,4.42,3.59,0.08,1.69,0.52,23.19,0.12,2.53,0.29,0.3,2.17,0.16,-0.16,0.13,0.18,32.69,0.31,0.03,1.02,0.68,0.12,0.11,33,22,2,14.86,0.11,1,15,16.97,1.49,193,3,0.036838726309171,20.38,144.4,0.14,3.7,0.5
13.22,5.3,11.06,2.89,4.15,0.11,1.52,0.48,26.35,0.17,2.8,0.19,0.25,2.09,0.21,-0.08,0.06,0.2,20.13,0.3,0.03,2.49,1.08,0.14,0.1,24,14,0,19.11,0.04,1.93,11.19,6.21,1.81,302,4,2.9932173737671,0.17,55.68,0.75,1.09,0
12.98,3.04,16.05,2.74,3.29,0.27,3.15,0.24,38.21,0.13,1.92,0.28,0.4,0.67,0.13,-0.27,0.02,0.46,31.62,0.24,0.03,2.23,1.28,0.06,0.14,26,25,3,14.67,0.03,1.55,10.85,17.46,1.41,127,2,0.090404899899343,10.14,98.92,0.12,2.6,1
12.91,6.85,17.3,1.52,3.9,0.26,2.72,0.43,20,0.22,2.56,0.34,0.3,1.58,0.2,-0.12,0.04,0.34,42.47,0.2,0.04,1.1,0.41,0.07,0.13,42,17,4,12.11,0.09,0.79,5.96,10.63,1.68,361,4,1.86231589942475,1.37,75.6,0.71,0.66,0
13.08,6.85,19.08,2.24,2.55,0.19,2.93,0.51,17.06,0.35,1.85,0.22,0.16,0.67,0.11,-0.13,0.07,0.48,36.43,0.35,0.02,1.51,0.47,0.14,0.09,28,14,3,11.48,0.09,0.46,12.24,17.69,1.38,12,0,0.028070461730283,10.89,98.84,0.14,2.87,1
10.22,3.12,16.03,1.75,3.04,0.15,2.24,0.47,32.25,0.12,2.32,0.15,0.18,1.38,0.13,-0.05,0.06,0.14,27.05,0.15,0.03,0.87,0.76,0.1,0.1,29,20,1,6.19,0.07,1.79,17.24,15.62,0.8,336,4,2.07304595375293,1.07,48.05,0.79,0.62,0
10.06,5.13,11.93,3.23,4.08,0.18,3.58,0.3,18,0.12,2.03,0.36,0.26,0.92,0.13,-0.28,0.1,0.38,30.62,0.33,0.03,1.61,0.15,0.12,0.13,20,19,0,18.44,0.11,1.46,16.44,4.57,1.14,3,0,0.037865929516921,11.18,70.71,0.13,2.06,1
10.13,5.03,13.4,2.2,3.29,0.26,1.51,0.46,11.73,0.13,1.76,0.37,0.26,2.07,0.21,-0.06,0.03,0.32,21.56,0.27,0.04,1.28,1.1,0.07,0.14,45,22,5,10.15,0.08,1.68,17.33,9.17,0.39,280,4,2.99341085053706,0.17,62.83,0.75,1.21,0
13.59,6.86,13.14,4.06,4.21,0.27,3.06,0.36,27.76,0.17,3.65,0.38,0.18,2.31,0.11,-0.28,0.03,0.48,24.3,0.23,0.04,1.96,0.18,0.15,0.14,26,19,1,5.51,0.1,1.68,11.55,16.27,0.95,15,0,0.042636219159262,11.96,91.27,0.14,2.63,1
10.38,3.37,12.68,1.42,3.43,0.28,2.27,0.39,33.79,0.37,3.19,0.35,0.17,2.03,0.14,-0.07,0.08,0.34,38.4,0.26,0.03,2.42,0.61,0.11,0.09,47,24,1,12.87,0.05,2,11.48,14.52,0.51,360,4,0.684961757444781,2.93,58.63,0.15,0.9,0
10.96,4.91,13.58,4.75,2.26,0.26,2.23,0.38,29.76,0.24,3.93,0.23,0.17,2.01,0.12,-0.26,0.02,0.37,38.4,0.23,0.03,1.76,0.98,0.1,0.09,23,23,3,9.56,0.06,0.3,17.37,4.73,1.44,7,0,0.050712352007087,15.71,114.1,0.29,3.4,1
7.88,4.85,17.04,3.02,3.02,0.11,3.21,0.36,35.58,0.2,2.51,0.38,0.35,1.23,0.16,-0.27,0.02,0.11,26.72,0.29,0.02,2.18,0.91,0.12,0.1,49,24,4,15.07,0.09,0.8,5.76,10.95,1.77,44,1,0.027922883337801,12.54,92.27,0.19,2.36,1
6.81,3.99,19.41,1.33,3.62,0.24,2.5,0.43,16.41,0.25,2.44,0.38,0.28,2.41,0.2,-0.12,0.07,0.42,20.49,0.18,0.02,2.06,1.39,0.11,0.12,45,28,4,18.01,0.05,1.88,5.95,11.68,0.96,441,5,1.28378097248553,8.71,126.58,0.12,2.28,0
7.71,4.5,11.92,3.69,2.2,0.22,3.44,0.42,14.38,0.11,3.89,0.32,0.32,1.07,0.14,-0.06,0.12,0.33,39.33,0.24,0.04,1.68,0.54,0.11,0.09,20,23,4,8.57,0.06,1.35,7.79,14.68,0.81,28,0,0.082081881246564,9.46,65.11,0.14,1.73,1
5.54,3.09,17.13,3.79,2.15,0.24,2.14,0.51,36.64,0.31,1.8,0.21,0.15,0.66,0.12,-0.21,0.08,0.19,41.26,0.2,0.04,0.8,1.01,0.07,0.12,45,29,5,9.4,0.05,1.97,17.6,13.33,1.86,4,1,0.065210299167184,10.38,104.13,0.14,2.91,1
8.9,3.15,18.03,1.13,3.45,0.27,2.91,0.46,37.81,0.2,2.91,0.21,0.28,1.81,0.17,-0.27,0.15,0.36,22.56,0.26,0.04,1.07,0.75,0.05,0.1,26,29,4,8.03,0.07,1.95,13.36,18.16,1.18,335,4,1.95012338489816,1.23,51.55,0.76,0.6,0
6.25,3.92,19.92,3.69,2.23,0.24,3.19,0.42,30.16,0.12,3.48,0.35,0.27,1.94,0.19,-0.15,0.02,0.27,31.75,0.28,0.02,0.99,1.41,0.1,0.12,24,26,0,16.86,0.04,1.09,13.37,14.38,0.98,303,5,0.622474012733138,7.22,121.96,0.23,2.32,0.5
12.45,6.33,17.27,3.16,4.01,0.29,3.39,0.46,32.99,0.21,1.64,0.36,0.21,2.14,0.2,-0.17,0.04,0.43,40.35,0.29,0.04,2.1,1.26,0.12,0.13,23,17,0,11.41,0.02,0.67,7.55,18.65,1.71,442,4,0.620341758480299,2.61,55.18,0.69,0.66,0
12.64,3.09,15.15,1.87,4.16,0.17,3.77,0.4,13.54,0.17,1.78,0.35,0.32,2.32,0.21,-0.21,0.11,0.14,30.57,0.2,0.02,0.52,0.66,0.14,0.12,41,26,1,11.81,0.05,0.55,7.51,11.03,0.68,24,2,0.024446001559096,11.67,92.41,0.12,2.41,1
7.17,4.74,10.53,4.29,3.86,0.1,3.81,0.23,16.17,0.24,3.96,0.31,0.22,0.63,0.19,-0.02,0.04,0.47,34.53,0.23,0.02,0.6,1.24,0.08,0.05,34,11,0,14.95,0.09,0.67,16.32,8.02,1.53,3,6,0.09246237131164,11.47,180.69,0.33,5.47,1
7.97,3.86,13.36,3.25,3.88,0.16,2.37,0.48,34.28,0.19,3.38,0.25,0.3,0.68,0.2,-0.27,0.11,0.44,42.97,0.35,0.04,0.57,1.08,0.06,0.14,47,16,1,17.06,0.07,1.41,15.4,11.15,0.68,7,1,0.039605988181277,10.31,75.46,0.13,2.16,1
13.89,3.45,10.79,1.75,3.92,0.15,1.52,0.4,29.88,0.36,2.39,0.23,0.35,0.55,0.09,-0.08,0.09,0.14,20.35,0.29,0.04,0.51,0.21,0.12,0.13,35,13,0,15.27,0.12,1.32,19.79,7.24,0.99,210,2,0.055266690577683,4.98,74.11,0.12,1.84,0.5
10.46,5.65,12.44,4.55,2.03,0.1,2.15,0.51,17.76,0.32,2.17,0.18,0.33,0.8,0.12,-0.19,0.09,0.32,27.33,0.26,0.03,2.22,1.31,0.06,0.07,45,14,5,8.52,0.05,1.39,12.93,4.32,1.47,8,1,0.036065567519572,9.21,88.52,0.27,2.32,1
6.38,6.49,15.32,4.01,2.55,0.13,3.21,0.52,20.9,0.24,2.04,0.34,0.33,2.42,0.19,-0.2,0.11,0.1,43.65,0.25,0.02,1.07,1.33,0.06,0.12,32,11,1,5.81,0.09,0.69,17.37,14.93,0.4,121,4,0.083509252686914,16.56,125.45,0.23,3.26,0.5
13.83,5.09,15.18,1.65,3.74,0.2,3.06,0.39,25.9,0.24,1.51,0.15,0.2,0.91,0.14,-0.27,0.04,0.14,42.61,0.21,0.03,2.42,0.22,0.14,0.15,34,28,3,7.51,0.03,1.85,9.12,18.01,0.81,54,0,0.040154983936087,9.31,98.39,0.24,2.61,1
13.41,5.2,14.21,4.85,3.77,0.19,3.97,0.29,37.19,0.32,2.09,0.18,0.26,2.2,0.18,-0.23,0.1,0.11,21.08,0.16,0.02,0.58,1.3,0.11,0.12,42,11,1,10.46,0.13,0.34,10.99,15.44,1.69,390,4,2.99321898503364,0.15,63.77,0.75,1.21,0
6.55,5.86,18.79,1.54,4.12,0.13,2.69,0.44,21.36,0.16,3.39,0.26,0.22,1.7,0.2,-0.14,0.15,0.36,20.2,0.3,0.02,1.95,0.33,0.13,0.1,28,28,0,13.95,0.15,0.62,17.95,18.21,0.34,413,5,0.258096635546634,3.87,121.37,0.4,2.1,0
6.86,4.41,12.27,4.4,4.47,0.3,2.36,0.47,35.89,0.18,1.69,0.28,0.33,1.58,0.13,0,0.04,0.46,44.14,0.24,0.04,2.43,0.16,0.13,0.07,45,12,0,14.43,0.11,0.38,17.73,13.86,1.81,296,5,2.13317445792966,1.02,56.74,0.51,0.62,0
14.21,4.21,14.95,1.7,2.58,0.08,3.87,0.33,30.91,0.27,3.01,0.22,0.31,1.03,0.17,-0.08,0.02,0.31,31.26,0.29,0.02,0.84,0.7,0.1,0.1,36,30,3,16.33,0.08,0.64,16.76,15.46,1.32,158,0,0.072679936812559,8.85,70.59,0.13,1.76,1
9.88,5.62,15.24,4.81,3.23,0.18,3.17,0.44,38.11,0.26,2.37,0.16,0.32,1.23,0.13,-0.04,0.07,0.16,25.98,0.23,0.03,1.31,0.85,0.1,0.15,22,22,5,11.76,0.04,1.84,15.18,17.88,1.03,330,4,2.04143795118571,1.09,48.37,0.8,0.6,0
13.41,4.97,19.65,1.3,2.05,0.07,3.01,0.29,20.26,0.21,2.51,0.25,0.19,1.25,0.14,-0.02,0.14,0.4,34.31,0.29,0.04,1.94,0.45,0.08,0.12,35,14,0,15.53,0.03,0.29,12.72,11.03,1.15,45,0,0.043385679356883,8.43,62.22,0.55,1.6,1
14.8,3.86,15.74,3.37,4.18,0.13,3.11,0.25,26.49,0.34,2.73,0.21,0.19,0.62,0.14,-0.12,0.08,0.3,29.55,0.3,0.03,1.03,0.85,0.15,0.12,29,22,1,5.77,0.11,1.46,11.03,5.89,1.57,48,1,0.073429810980928,9.37,87.79,0.28,2.55,1
13.74,6.79,14.78,1.3,3.94,0.13,3.98,0.42,12.55,0.31,1.74,0.31,0.19,0.72,0.14,-0.05,0.13,0.31,39.89,0.26,0.03,1.96,0.29,0.14,0.11,50,17,2,18.04,0.08,0.21,12.08,8.71,1.97,285,2,0.14485627533079,9.11,106.93,0.13,2.71,1
10.3,4,17.92,3.79,2.47,0.1,3.74,0.44,30.83,0.17,1.87,0.3,0.26,1.72,0.08,-0.24,0.03,0.37,36.24,0.2,0.03,2.45,1.48,0.14,0.15,43,29,1,11.14,0.07,0.51,6.34,7.1,0.98,29,1,0.030557221226471,11.81,93.36,0.12,2.71,1
8.2,5.17,11.47,3.5,2.7,0.28,2.18,0.3,22.91,0.24,1.65,0.26,0.38,2.08,0.19,-0.1,0.07,0.41,23.04,0.32,0.03,2.36,1.36,0.1,0.08,36,19,0,11.65,0.03,0.5,12.91,4.1,0.31,111,4,0.052534085189708,12.29,118.85,0.21,2.83,0.5
14.3,4.97,14.08,2,4.38,0.18,2.1,0.52,10.53,0.4,3.57,0.2,0.25,1.26,0.22,-0.01,0.03,0.35,32.57,0.27,0.02,1.67,0.86,0.08,0.07,41,14,1,10.67,0.11,0.57,13.28,8.39,1.66,412,4,2.99327207771396,0.13,62.25,0.75,1.07,0
8.2,4.25,18.18,3.52,4.25,0.18,2.96,0.42,24.82,0.2,2.69,0.37,0.32,1.01,0.22,-0.26,0.14,0.11,43.91,0.33,0.04,0.87,0.4,0.05,0.14,43,21,5,13.79,0.15,1.86,13.79,5.83,1.79,58,2,0.138920837081232,11.11,78.44,0.12,2.11,1
